album_id,artist_id,genre_id,album_name,release_year,cover_url
206,17260,24,Shinsekai,2019,
207,2546,24,How Long Will I Love You,2021,
208,17465,24,Binibini,2021,
209,1150,24,You Were Supposed to Be Different,2021,
210,2173,24,"""Cover Sessions, Vol. 3""",2015,
211,7676,24,Covers,2020,
212,15458,24,Barton Hollow,2011,
213,6653,24,Stop All The World Now,2003,
214,6916,24,Be OK,2007,
215,,24,Give Me Your Forever,2021,
216,8773,24,Coffee Shop,2018,
217,968,24,Wreck of the Day,2004,
218,17465,24,Episode,2020,
219,7676,24,Beautiful Soul,2004,
220,1721,24,Bulletproof,2021,
221,854,24,Nightshade,2018,
222,7676,24,Girls Like You (Acoustic Version),2021,
223,17465,24,Nangangamba,2021,
224,16609,24,Better Together,2020,
225,,24,Heartbreak Anniversary,2021,
226,,24,One More Time Around,2021,
227,138,24,流星花園音樂專輯,2001,
228,17465,24,Episode,2020,
229,,24,The Other Way,2021,
230,12873,24,Till The Sun Turns Black,2006,
231,10366,24,"""See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)""",2015,
232,16098,24,Covers,2020,
233,2546,24,Refuge,2020,
234,7080,24,Hand to Hold,2021,
235,12873,24,Trouble,2007,
236,16609,24,Public Record,2022,
237,,24,"""Cover Sessions, Vol. 2""",2015,
238,7747,24,In Deepest Blue (Bonus Track Version),2015,
239,,24,Medicine,2021,
240,12873,24,Part Of The Light,2018,
241,779,24,Amos Lee,2005,
242,2173,24,"""Cover Sessions, Vol. 6""",2016,
243,,24,Know.,2018,
244,3821,24,Show Me the Blueprints.,2020,
245,13755,24,The Blessed Unrest,2013,
246,10645,24,Anchor,2013,
247,3752,24,Christmas Faves 2022,,
248,5911,24,Tall Cans & Loose Ends,2011,
249,509,24,pov: you have a holly jolly christmas,2021,
250,509,24,pov: you rock around the christmas tree,2021,
251,7574,24,If I Ain't Got You (Acoustic),2020,
252,7574,24,Believe (Acoustic),2020,
253,325,24,Iris (Acoustic),2021,
254,10866,24,言ノ葉,2017,
255,1051,24,Cheek to Cheek~I Love Cinemas~,2017,
256,7676,24,Baby (Acoustic Version),2021,
257,17260,24,Land,2020,
258,,24,I Like Me Better,2021,
259,17465,24,Asan Ka Na Ba,2021,
260,2173,24,"""Cover Sessions, Vol. 3""",2015,
261,16026,24,drivers license,2021,
262,7282,24,YES!,2014,
263,7160,24,The Winner Takes It All (Acoustic),2021,
264,248,24,Only Time,2000,
265,135,24,One Cell In The Sea,2007,
266,,24,Dance Monkey,2021,
267,11982,24,Parachute,2009,
268,8376,24,Dream a Little Dream of Me,2020,
269,15701,24,Back For Good,2022,
270,2546,24,OK,2021,
271,,24,Just The Two Of Us,2021,
272,2173,24,"""Cover Sessions, Vol. 6""",2016,
273,,24,Arcade,2021,
274,8376,24,Yellow,2020,
275,,24,Wake Me Up,2021,
276,441,24,Walking Blind (feat. Carina Round),2007,
277,7661,24,Headphones,2019,
278,15810,24,Teenage Dream,2010,
279,,24,The Worth Of The Wait,2021,
280,8376,24,Can't Help Falling In Love (Piano Version),2020,
281,1293,24,Austin Plaine,2015,
282,2910,24,Love You To Death,2021,
283,12363,24,Someone You Loved (Acoustic),2020,
284,,24,What a Wonderful World,2021,
285,,24,You Broke Me First,2021,
286,7747,24,Echos,2017,
287,11982,24,Losing Sleep,2011,
288,12280,24,The Meaning,2021,
289,,24,Twelve: Fifty One (International Version),2021,
290,15116,24,リョウメンシダ/サンサーラ,2019,
291,,24,1000 Years,2021,
292,1719,24,Brand New,2013,
293,,24,Say I Am You,2006,
294,1719,24,Brand New,2013,
295,4630,24,Guitar Instrumental Covers,2019,
296,12873,24,Trouble,2007,
297,4625,24,Into The Wild (Music For The Motion Picture),2007,
298,7775,24,Front Porch,2019,
299,3821,24,Rogue Taxidermy,2017,
300,12873,24,Cruising,2006,
301,2492,24,Isn't She Lovely (Acoustic),2021,
302,12688,24,"""One Spring Night (Original Television Soundtrack), Pt. 4""",2019,
303,7574,24,Fix You (Acoustic),2020,
304,9537,24,I'm Yours (Acoustic),2021,
305,,24,"""Cover Sessions, Vol. 4""",2015,
306,,24,A Sky Full of Stars,2021,
307,1150,24,I Don't Believe in Satan,2021,
308,15755,24,Let There Be Morning (Bonus Track Version),2005,
309,,24,he said. she said.,2021,
310,7676,24,Watermelon Sugar (Acoustic),2021,
311,,24,Say You Won't Let Go (Acoustic),2020,
312,8416,24,Hikare Inochi,2021,
313,1721,24,Call You Mine (Acoustic Piano),2021,
314,8376,24,In the Waiting,2020,
315,6101,24,Three Flights From Alto Nido,2009,
316,856,24,Love Nwantiti,2020,
317,13329,24,Stars Are on Your Side,2020,
318,,24,Covers,2021,
319,7527,24,Constellation Me,2009,
320,2173,24,"""Cover Sessions, Vol. 5""",2016,
321,17465,24,Episode,2020,
322,10118,24,KISSして,2007,
323,,24,Binibini (Last Day On Earth),2021,
324,2999,24,Kosher,2018,
325,7588,24,To Record Only Water For Ten Days (U.S. Version),2001,
326,2910,24,Hold On (Acoustic),2021,
327,15458,24,The Civil Wars,2009,
328,10118,24,Good night,2011,
329,17465,24,As You Are,2021,
330,17465,24,Episode,2020,
331,13757,24,#Covers,2020,
332,138,24,Is There Anybody Out There?,2014,
333,,24,The Lotto,2021,
334,13227,24,Rodrigo Y Gabriela,2006,
335,854,24,The Ladder,2017,
336,12510,24,A Good Day,2014,
337,7080,24,"""Big Love, Small Moments""",2020,
338,12510,24,When Marnie Was There Song Album - Just Know That I Love You.,2014,
339,7747,24,Echos,2017,
340,5603,24,I Never Loved Before I Found You,2021,
341,15116,24,It's My Life,2020,
342,4954,24,Pure Fiction,2019,
343,2229,24,So Much More (Special Edition),2011,
344,12739,24,Songs from the Lowdown,2020,
345,5354,24,Bookmarks,2019,
346,15421,24,Bridge City Sinners,2019,
347,5508,24,Tape Deck Heart (Deluxe Edition),2013,
348,10190,24,sadsadchristmas,,
349,10190,24,Christmas Vibes But Not Christmas Songs,,
350,10190,24,Acoustic Christmas Campfire,,
351,7676,24,Mirrors (Acoustic),2021,
352,,24,10 Futures,2021,
353,7676,24,Stay - Acoustic,2021,
354,6803,24,マホロボシヤ,2017,
355,8376,24,Oh What A Love,2020,
356,10376,24,The Bright Side,2014,
357,4971,24,I Won't Let You Down,2021,
358,7282,24,Look For The Good,2020,
359,6974,24,Stargazing,2021,
360,,24,Bad Liar,2019,
361,12688,24,"""One Spring Night (Original Television Soundtrack), Pt. 3""",2019,
362,16609,24,Slow Down Time,2021,
363,749,24,Simply Acoustic,2020,
364,7419,24,"""Love, Love, Love""",2009,
365,3657,24,Heat Waves (Acoustic),2021,
366,,24,ショッピング,2020,
367,,24,If the World Was Ending (Acoustic),2020,
368,6101,24,Three Flights From Alto Nido,2009,
369,10118,24,残響,2021,
370,1986,24,Acoustic Versions,2020,
371,1721,24,Don't Wanna Leave You,2021,
372,14694,24,Passenger Seat,2020,
373,10208,24,Best Days,2021,
374,2173,24,"""Cover Sessions, Vol. 6""",2016,
375,9779,24,Phantom,2013,
376,10118,24,残響,2021,
377,2173,24,"""Cover Sessions, Vol. 4""",2015,
378,2546,24,Bluebird,2021,
379,16409,24,Back to Home,2021,
380,10118,24,SING A SONG,2005,
381,7080,24,It'll Be Alright,2021,
382,6916,24,Everybody,2012,
383,10056,24,Kabilugan Ng Buwan,2021,
384,6916,24,Be OK,2007,
385,,24,"""Cover Sessions, Vol. 2""",2015,
386,2173,24,"""Cover Sessions, Vol. 2""",2015,
387,854,24,The Ladder,2017,
388,10118,24,HELLO,2006,
389,6312,24,だれそかれそ,2021,
390,,24,August: Osage County (Original Motion Picture Soundtrack),2013,
391,6312,24,音タイム,2004,
392,10118,24,IT'S ONLY LOVE,2005,
393,10118,24,虹/ひまわり/それがすべてさ,2004,
394,138,24,Is There Anybody Out There? - Track by Track Commentary,2014,
395,12655,24,Burn It All!,2020,
396,2193,24,Onward (Original Motion Picture Soundtrack),2020,
397,10688,24,This Is Not for Children,2015,
398,5508,24,No Man's Land,2019,
399,5911,24,Dancing with the Curse,2010,
400,5911,24,Dancing with the Curse,2010,
401,6063,24,Heaven (Acoustic),2020,
402,7125,24,Days Gone (Original Soundtrack),2019,
403,6803,24,Asleep Among Endives,2020,
404,16026,24,Symphony,2021,
405,,24,"""Cover Sessions, Vol. 3""",2015,
406,749,24,Save Your Tears (Acoustic),2021,
407,5829,24,POP VIRUS,2018,
408,13083,24,A.M.,2015,
409,,24,Autumn Breeze,2021,
410,2173,24,Save Your Tears,2021,
411,1518,24,You're Still The One (Acoustic),2021,
412,8376,24,Somebody Loved,2020,
413,2173,24,"""Cover Sessions, Vol. 4""",2015,
414,7574,24,Bohemian Rhapsody (Acoustic),2020,
415,749,24,As It Was (Acoustic),2022,
416,2546,24,Wish List,2021,
417,2910,24,Beautiful Disaster,2021,
418,17008,24,Fake a smile,2021,
419,446,24,Momentary Sixth Sense,2007,
420,14876,24,Irony,2018,
421,15140,24,Bullet Train (Original Motion Picture Soundtrack),2022,
422,16609,24,No Matter Where You Are,2021,
423,1719,24,The Walking in Between,2007,
424,11982,24,Losing Sleep,2011,
425,17500,24,Zee Avi's Nightlight,2020,
426,7748,24,"""Here, Right Now""",2020,
427,2173,24,Wonderful Tonight,2020,
428,5746,24,English Rain,2013,
429,7661,24,Twenty Something,2019,
430,10118,24,Calling,2019,
431,,24,Acoustic Duets,2021,
432,,24,Particles,2021,
433,7588,24,Shadows Collide With People,2004,
434,13274,24,Daylight,2021,
435,16372,24,Have Yourself a Merry Little Christmas,2021,
436,10118,24,Message/今 このひとときが 遠い夢のように,2000,
437,10195,24,"""Acoustic Hits, Vol. 3""",2021,
438,15701,24,#Acoustic #2,2022,
439,14694,24,No More Doubt,2020,
440,4625,24,Into The Wild (Music For The Motion Picture),2007,
441,3758,24,Folksinger,2014,
442,,24,A Sphere in the Heart of Silence,2004,
443,5508,24,West Coast vs. Wessex,2020,
444,7775,24,Front Porch,2019,
445,12873,24,Gossip In The Grain,2009,
446,10688,24,Bacchanal 'N' Philadelphia,2015,
447,,24,Crustfall,2020,
448,15421,24,Unholy Hymns,2020,
449,17500,24,Acoustic Christmas Campfire,,
450,5911,24,Tall Cans & Loose Ends,2011,
451,6537,24,Graveyard,2020,
452,6803,24,amuletum bouquet,2017,
453,1051,24,Highlights from Aoi Works II,2020,
454,308,24,Paradise,2012,
455,11982,24,Parachute,2009,
456,10202,24,American Wedding,2007,
457,8897,24,Oil & Water,2020,
458,3072,24,2U (Acoustic Version),2021,
459,12688,24,Elephants...Teeth Sinking Into Heart (Standard Version),2008,
460,2196,24,I'll Say I Do,2020,
461,1516,24,Anyone,2021,
462,5746,24,English Rain,2013,
463,17465,24,In The Mood For Love,2021,
464,1516,24,Heat Waves,2021,
465,3072,24,There She Goes,2021,
466,7747,24,Wells,2019,
467,,24,God Only Knows,2021,
468,,24,Afterglow,2021,
469,8551,24,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),2015,
470,16609,24,Just Love,2020,
471,6312,24,オアシス,2003,
472,5746,24,Never Be the Same,2021,
473,1290,24,You and Me for Now,2021,
474,5746,24,Dear Happy,2020,
475,16609,24,Us,2021,
476,,24,Without a Light,2021,
477,11982,24,Wide Awake,2017,
478,,24,"""Cover Sessions, Vol. 4""",2015,
479,4585,24,Eastmountainsouth,2003,
480,12217,24,A Face Like Mine,2021,
481,15458,24,Barton Hollow,2011,
482,4625,24,Into The Wild (Music For The Motion Picture),2007,
483,14928,24,Bossa Best,2020,
484,14928,24,Bossa Best,2020,
485,6654,24,Moanin' In The Moonlight,1959,
486,14694,24,No More Doubt,2020,
487,,24,Feels Like Rain,2021,
488,9890,24,The Best of Mance Lipscomb,2012,
489,16831,24,Violent Femmes,1983,
490,3821,24,The Oogle Deathmachine,2015,
491,,24,Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),2021,
492,5508,24,West Coast vs. Wessex,2020,
493,6362,24,Have a Great Life.,2021,
494,5508,24,West Coast vs. Wessex,2020,
495,15421,24,Unholy Hymns,2020,
496,1719,24,The Joy of Music,2019,
497,5508,24,FTHC (Deluxe),2022,
498,15421,24,Unholy Hymns,2020,
499,,24,In These Silent Days,2021,
500,5911,24,Dancing with the Curse,2010,
